id_usuario,edad,género,ubicación,tipo_viajero,id_reserva,fecha_reserva,fecha_viaje,antelacion_reserva,duracion_viaje,numero_personas,tipo_paquete,costo_total,metodo_pago,destino,tipo_alojamiento,clase_vuelo,actividades_reservadas,numero_noches_estancia,promocion_aplicada,fuente_reserva,estado_reserva,mes_reserva,mes_viaje,estacionalidad,cancelacion_reserva,calificacion_usuario,comentarios,gasto_por_persona,gasto_por_duracion,rango_edad
U0804,47,otro,uk,turista,R00804,2024-02-26,2024-11-22,269,3,4,vuelo_hotel_tour,1640.42,tarjeta_de_crédito,barcelona,resort,primera_clase,city_tour,2,si,app_móvil,pendiente,8,10,temporada_alta,no,5,excelente_viaje,410.1,546.81,41-50
U0805,23,masculino,mexico,negocios,R00805,2024-06-01,2024-07-10,348,1,1,solo_vuelo,578.12,tarjeta_de_crédito,barcelona,Sin alojamiento,económica,Sin actividad,2,no,sitio_web,pendiente,8,2,temporada_alta,no,4,todo_bien,578.12,578.12,19-30
U0806,64,masculino,india,turista,R00806,2024-08-17,2024-12-27,359,4,3,solo_vuelo,415.48,tarjeta_de_crédito,paris,Sin alojamiento,económica,Sin actividad,3,no,agente_de_viajes,pendiente,2,11,temporada_baja,si,5,recomendado,138.49,103.87,60+
U0807,55,femenino,india,turista,R00807,2024-03-22,2024-05-05,308,14,1,vuelo_hotel,1623.54,tarjeta_de_crédito,barcelona,hotel,económica,Sin actividad,8,no,sitio_web,cancelada,1,5,temporada_alta,no,4,recomendado,1623.54,115.97,51-60
U0808,56,otro,alemania,turista,R00808,2024-05-10,2024-06-15,43,12,3,vuelo_hotel,1613.15,paypal,paris,resort,económica,Sin actividad,2,si,app_móvil,pendiente,11,4,temporada_alta,no,4,todo_bien,537.72,134.43,51-60
U0809,53,femenino,españa,turista,R00809,2024-04-15,2024-08-12,230,4,3,vuelo_hotel_tour,1687.35,transferencia_bancaria,nueva_york,hotel,económica,excursión_en_bote,6,si,app_móvil,cancelada,12,7,temporada_alta,si,5,todo_bien,562.45,421.84,51-60
U0810,46,femenino,uk,turista,R00810,2024-05-17,2024-08-21,201,12,4,vuelo_hotel,1031.91,transferencia_bancaria,roma,resort,económica,Sin actividad,3,no,app_móvil,confirmada,6,10,temporada_baja,no,5,excelente_viaje,257.98,85.99,41-50
U0811,41,femenino,alemania,turista,R00811,2024-05-21,2024-08-07,71,11,1,vuelo_hotel_tour,772.65,transferencia_bancaria,tokio,resort,ejecutiva,Sin actividad,8,si,agente_de_viajes,cancelada,11,5,temporada_baja,no,4,recomendado,772.65,70.24,41-50
U0812,62,masculino,mexico,turista,R00812,2024-04-21,2024-04-24,204,2,4,vuelo_hotel_tour,196.34,tarjeta_de_crédito,barcelona,airbnb,ejecutiva,excursión_en_bote,1,no,agente_de_viajes,pendiente,8,1,temporada_alta,si,3,problemas_con_la_reserva,49.08,98.17,60+
U0813,51,masculino,uk,negocios,R00813,2024-02-26,2024-11-21,267,13,2,solo_vuelo,343.02,paypal,roma,Sin alojamiento,ejecutiva,Sin actividad,8,no,app_móvil,confirmada,4,2,temporada_baja,si,5,todo_bien,171.51,26.39,51-60
U0814,50,masculino,españa,turista,R00814,2024-03-14,2024-04-10,44,14,1,vuelo_hotel_tour,1270.41,paypal,nueva_york,resort,ejecutiva,tour_en_bus,7,no,sitio_web,pendiente,11,8,temporada_baja,no,1,problemas_con_la_reserva,1270.41,90.74,51-60
U0815,26,femenino,usa,turista,R00815,2024-03-04,2024-07-14,138,3,1,solo_vuelo,881.55,paypal,roma,Sin alojamiento,económica,Sin actividad,8,si,agente_de_viajes,pendiente,11,10,temporada_baja,si,5,recomendado,881.55,293.85,19-30
U0816,46,femenino,españa,turista,R00816,2024-04-28,2024-05-10,307,9,1,vuelo_hotel_tour,1710.81,tarjeta_de_crédito,paris,hotel,primera_clase,excursión_en_bote,2,si,agente_de_viajes,pendiente,6,3,temporada_baja,si,3,problemas_con_la_reserva,1710.81,190.09,41-50
U0817,29,femenino,usa,turista,R00817,2024-02-01,2024-09-13,274,2,1,solo_vuelo,1160.34,paypal,paris,Sin alojamiento,ejecutiva,Sin actividad,1,no,app_móvil,cancelada,12,12,temporada_baja,si,3,recomendado,1160.34,580.17,19-30
U0818,26,otro,alemania,turista,R00818,2024-02-06,2024-12-06,269,12,2,solo_vuelo,670.36,tarjeta_de_crédito,tokio,Sin alojamiento,primera_clase,Sin actividad,2,si,app_móvil,cancelada,4,4,temporada_alta,si,3,todo_bien,335.18,55.86,19-30
U0819,49,femenino,australia,turista,R00819,2024-04-20,2024-06-16,22,2,3,solo_vuelo,1773.87,tarjeta_de_crédito,barcelona,Sin alojamiento,primera_clase,Sin actividad,7,si,agente_de_viajes,cancelada,6,4,temporada_alta,no,3,Sin comentarios,591.29,886.94,41-50
U0820,62,otro,uk,negocios,R00820,2024-04-28,2024-06-18,283,8,1,vuelo_hotel_tour,991.54,tarjeta_de_crédito,barcelona,hotel,económica,Sin actividad,2,si,app_móvil,pendiente,11,1,temporada_alta,no,4,excelente_viaje,991.54,123.94,60+
U0821,40,otro,usa,turista,R00821,2024-05-14,2024-08-17,170,7,3,vuelo_hotel,477.66,transferencia_bancaria,tokio,airbnb,ejecutiva,Sin actividad,6,no,sitio_web,cancelada,7,11,temporada_alta,si,2,todo_bien,159.22,68.24,41-50
U0822,31,otro,mexico,negocios,R00822,2024-04-12,2024-11-03,295,11,4,vuelo_hotel,1800.4,tarjeta_de_crédito,tokio,hotel,económica,Sin actividad,9,no,sitio_web,cancelada,6,6,temporada_baja,si,2,no_me_gustó_el_servicio,450.1,163.67,31-40
U0823,38,otro,australia,turista,R00823,2024-02-13,2024-04-18,19,4,4,vuelo_hotel,740.7,transferencia_bancaria,londres,hotel,económica,Sin actividad,6,no,agente_de_viajes,pendiente,10,3,temporada_baja,no,4,recomendado,185.18,185.18,31-40
U0824,24,otro,alemania,negocios,R00824,2024-02-22,2024-09-19,121,12,2,solo_vuelo,925.62,transferencia_bancaria,londres,Sin alojamiento,ejecutiva,Sin actividad,8,si,app_móvil,cancelada,5,11,temporada_baja,si,2,no_me_gustó_el_servicio,462.81,77.14,19-30
U0825,65,otro,alemania,turista,R00825,2024-03-24,2024-03-30,184,2,1,vuelo_hotel_tour,1367.43,transferencia_bancaria,tokio,airbnb,ejecutiva,Sin actividad,2,si,agente_de_viajes,cancelada,11,1,temporada_baja,no,2,problemas_con_la_reserva,1367.43,683.72,60+
U0826,28,otro,uk,turista,R00826,2024-06-26,2024-07-02,29,14,2,vuelo_hotel_tour,413.11,transferencia_bancaria,cancun,resort,ejecutiva,excursión_en_bote,7,no,sitio_web,pendiente,5,10,temporada_alta,no,3,excelente_viaje,206.56,29.51,19-30
U0827,35,otro,usa,negocios,R00827,2024-03-23,2024-11-08,149,11,1,vuelo_hotel_tour,1234.1,paypal,paris,hotel,ejecutiva,Sin actividad,7,no,agente_de_viajes,cancelada,11,2,temporada_baja,no,5,recomendado,1234.1,112.19,31-40
U0828,25,femenino,australia,turista,R00828,2024-07-20,2024-09-08,122,7,4,vuelo_hotel_tour,399.59,transferencia_bancaria,cancun,resort,económica,city_tour,5,no,agente_de_viajes,pendiente,2,5,temporada_baja,no,1,no_me_gustó_el_servicio,99.9,57.08,19-30
U0829,36,masculino,uk,turista,R00829,2024-02-28,2024-06-22,149,14,1,solo_vuelo,194.82,transferencia_bancaria,paris,Sin alojamiento,primera_clase,Sin actividad,2,no,sitio_web,cancelada,9,6,temporada_baja,no,4,recomendado,194.82,13.92,31-40
U0830,19,otro,españa,turista,R00830,2024-07-12,2024-09-01,290,13,2,solo_vuelo,850.01,paypal,nueva_york,Sin alojamiento,económica,Sin actividad,5,si,sitio_web,cancelada,12,4,temporada_alta,si,2,no_me_gustó_el_servicio,425.0,65.39,19-30
U0831,20,otro,australia,negocios,R00831,2024-01-19,2024-05-19,218,13,2,solo_vuelo,835.22,transferencia_bancaria,tokio,Sin alojamiento,primera_clase,Sin actividad,4,no,app_móvil,cancelada,2,3,temporada_baja,si,1,problemas_con_la_reserva,417.61,64.25,19-30
U0832,41,femenino,mexico,turista,R00832,2024-08-22,2024-11-07,263,12,3,vuelo_hotel_tour,707.95,transferencia_bancaria,cancun,airbnb,primera_clase,tour_en_bus,9,si,agente_de_viajes,cancelada,10,1,temporada_baja,no,2,no_me_gustó_el_servicio,235.98,59.0,41-50
U0833,22,femenino,australia,turista,R00833,2024-04-06,2024-07-09,263,2,2,vuelo_hotel,1069.61,tarjeta_de_crédito,tokio,hotel,económica,Sin actividad,2,no,agente_de_viajes,pendiente,5,1,temporada_baja,no,2,todo_bien,534.8,534.8,19-30
U0834,26,masculino,españa,negocios,R00834,2024-02-08,2024-08-18,315,6,3,vuelo_hotel_tour,694.43,paypal,cancun,resort,primera_clase,city_tour,5,si,app_móvil,cancelada,9,12,temporada_alta,si,2,todo_bien,231.48,115.74,19-30
U0835,59,otro,alemania,turista,R00835,2024-06-09,2024-08-06,310,2,3,solo_vuelo,792.73,transferencia_bancaria,paris,Sin alojamiento,económica,Sin actividad,7,si,agente_de_viajes,pendiente,2,5,temporada_baja,si,5,excelente_viaje,264.24,396.36,51-60
U0836,64,femenino,uk,turista,R00836,2024-05-23,2024-12-10,147,1,2,vuelo_hotel_tour,825.29,transferencia_bancaria,barcelona,resort,económica,city_tour,2,si,app_móvil,confirmada,5,3,temporada_alta,si,1,no_me_gustó_el_servicio,412.64,825.29,60+
U0837,63,otro,australia,negocios,R00837,2024-03-12,2024-05-24,32,13,1,solo_vuelo,1869.2,paypal,paris,Sin alojamiento,primera_clase,Sin actividad,6,si,app_móvil,cancelada,2,4,temporada_alta,si,5,todo_bien,1869.2,143.78,60+
U0838,50,masculino,india,negocios,R00838,2024-02-16,2024-09-01,243,7,4,solo_vuelo,447.63,paypal,nueva_york,Sin alojamiento,primera_clase,Sin actividad,8,si,sitio_web,pendiente,6,2,temporada_baja,si,5,excelente_viaje,111.91,63.95,51-60
U0839,63,femenino,india,turista,R00839,2024-05-31,2024-12-14,245,9,1,vuelo_hotel,1569.71,tarjeta_de_crédito,nueva_york,airbnb,primera_clase,Sin actividad,9,no,sitio_web,cancelada,8,5,temporada_baja,no,4,recomendado,1569.71,174.41,60+
U0840,52,femenino,india,turista,R00840,2024-04-15,2024-11-28,243,10,4,solo_vuelo,1836.24,paypal,nueva_york,Sin alojamiento,económica,Sin actividad,8,si,app_móvil,confirmada,4,4,temporada_baja,si,5,excelente_viaje,459.06,183.62,51-60
U0841,35,femenino,uk,turista,R00841,2024-04-08,2024-05-19,322,14,4,vuelo_hotel_tour,1821.03,paypal,nueva_york,resort,económica,Sin actividad,8,no,sitio_web,pendiente,4,2,temporada_baja,no,1,problemas_con_la_reserva,455.26,130.07,31-40
U0842,42,masculino,usa,negocios,R00842,2024-04-03,2024-05-30,249,5,2,vuelo_hotel_tour,212.38,tarjeta_de_crédito,cancun,hotel,ejecutiva,excursión_en_bote,2,si,agente_de_viajes,pendiente,9,7,temporada_baja,no,2,todo_bien,106.19,42.48,41-50
U0843,28,femenino,usa,turista,R00843,2024-05-30,2024-06-27,83,13,2,solo_vuelo,506.83,paypal,tokio,Sin alojamiento,económica,Sin actividad,5,no,agente_de_viajes,pendiente,10,7,temporada_alta,si,1,problemas_con_la_reserva,253.42,38.99,19-30
U0844,59,masculino,usa,negocios,R00844,2024-05-09,2024-05-19,77,14,2,vuelo_hotel,1865.75,tarjeta_de_crédito,tokio,airbnb,ejecutiva,Sin actividad,7,no,app_móvil,pendiente,1,11,temporada_baja,no,1,problemas_con_la_reserva,932.88,133.27,51-60
U0845,28,femenino,india,turista,R00845,2024-01-11,2024-06-12,190,7,4,solo_vuelo,372.16,transferencia_bancaria,nueva_york,Sin alojamiento,primera_clase,Sin actividad,2,si,app_móvil,cancelada,4,11,temporada_baja,si,2,problemas_con_la_reserva,93.04,53.17,19-30
U0846,27,otro,mexico,turista,R00846,2024-06-23,2024-12-07,28,10,1,vuelo_hotel_tour,1428.46,paypal,barcelona,airbnb,económica,Sin actividad,2,no,agente_de_viajes,confirmada,10,1,temporada_baja,no,3,todo_bien,1428.46,142.85,19-30
U0847,27,femenino,australia,turista,R00847,2024-08-01,2024-09-24,92,10,3,vuelo_hotel,912.12,tarjeta_de_crédito,paris,resort,económica,Sin actividad,7,no,agente_de_viajes,cancelada,10,11,temporada_alta,si,5,todo_bien,304.04,91.21,19-30
U0848,59,otro,españa,turista,R00848,2024-07-11,2024-11-10,218,1,1,vuelo_hotel_tour,646.81,transferencia_bancaria,tokio,resort,ejecutiva,city_tour,8,no,agente_de_viajes,cancelada,5,6,temporada_alta,si,4,Sin comentarios,646.81,646.81,51-60
U0849,41,otro,españa,negocios,R00849,2024-07-22,2024-11-05,92,10,2,solo_vuelo,1533.07,tarjeta_de_crédito,paris,Sin alojamiento,ejecutiva,Sin actividad,5,si,agente_de_viajes,cancelada,9,1,temporada_baja,no,3,recomendado,766.54,153.31,41-50
U0850,47,otro,españa,turista,R00850,2024-07-07,2024-07-29,114,1,3,vuelo_hotel_tour,1805.8,transferencia_bancaria,cancun,hotel,económica,tour_en_bus,3,no,app_móvil,cancelada,1,3,temporada_baja,si,2,no_me_gustó_el_servicio,601.93,1805.8,41-50
U0851,22,femenino,mexico,negocios,R00851,2024-06-17,2024-09-02,60,11,2,solo_vuelo,1379.89,tarjeta_de_crédito,nueva_york,Sin alojamiento,primera_clase,Sin actividad,9,no,sitio_web,cancelada,10,1,temporada_baja,si,2,problemas_con_la_reserva,689.94,125.44,19-30
U0852,23,otro,india,turista,R00852,2024-02-20,2024-03-21,38,9,4,vuelo_hotel,1980.22,paypal,nueva_york,airbnb,económica,Sin actividad,2,no,agente_de_viajes,pendiente,9,3,temporada_baja,no,5,todo_bien,495.06,220.02,19-30
U0853,24,femenino,mexico,turista,R00853,2024-03-28,2024-09-06,229,5,4,solo_vuelo,235.37,tarjeta_de_crédito,paris,Sin alojamiento,económica,Sin actividad,5,si,agente_de_viajes,pendiente,6,3,temporada_baja,si,5,excelente_viaje,58.84,47.07,19-30
U0854,31,masculino,mexico,negocios,R00854,2024-02-04,2024-12-12,107,8,3,solo_vuelo,1058.05,transferencia_bancaria,cancun,Sin alojamiento,ejecutiva,Sin actividad,7,no,app_móvil,cancelada,12,1,temporada_baja,si,5,Sin comentarios,352.68,132.26,31-40
U0855,45,otro,australia,turista,R00855,2024-06-18,2024-09-05,329,3,2,solo_vuelo,1946.68,transferencia_bancaria,tokio,Sin alojamiento,primera_clase,Sin actividad,5,no,sitio_web,pendiente,7,1,temporada_alta,no,2,todo_bien,973.34,648.89,41-50
U0856,34,otro,españa,turista,R00856,2024-02-25,2024-04-01,198,7,1,vuelo_hotel_tour,1769.53,tarjeta_de_crédito,cancun,hotel,económica,Sin actividad,6,no,app_móvil,cancelada,12,2,temporada_baja,si,3,Sin comentarios,1769.53,252.79,31-40
U0857,30,otro,españa,turista,R00857,2024-11-11,2024-11-26,97,3,2,vuelo_hotel_tour,1490.32,paypal,cancun,airbnb,ejecutiva,city_tour,5,si,agente_de_viajes,pendiente,6,4,temporada_baja,si,1,problemas_con_la_reserva,745.16,496.77,31-40
U0858,62,femenino,españa,turista,R00858,2024-02-06,2024-09-06,99,8,1,solo_vuelo,1042.92,transferencia_bancaria,nueva_york,Sin alojamiento,ejecutiva,Sin actividad,1,si,sitio_web,cancelada,3,12,temporada_baja,no,2,todo_bien,1042.92,130.36,60+
U0859,60,masculino,españa,negocios,R00859,2024-06-26,2024-09-04,80,13,1,solo_vuelo,1759.57,tarjeta_de_crédito,barcelona,Sin alojamiento,primera_clase,Sin actividad,5,no,agente_de_viajes,pendiente,7,7,temporada_alta,no,4,recomendado,1759.57,135.35,60+
U0860,54,otro,españa,turista,R00860,2024-03-04,2024-04-03,238,1,2,vuelo_hotel_tour,524.98,paypal,roma,hotel,económica,city_tour,7,si,sitio_web,cancelada,4,12,temporada_baja,si,5,todo_bien,262.49,524.98,51-60
U0861,58,masculino,india,turista,R00861,2024-08-06,2024-08-15,15,8,2,solo_vuelo,1345.32,paypal,roma,Sin alojamiento,económica,Sin actividad,2,si,agente_de_viajes,cancelada,1,9,temporada_alta,si,1,problemas_con_la_reserva,672.66,168.16,51-60
U0862,57,masculino,india,turista,R00862,2024-02-05,2024-09-16,247,6,4,vuelo_hotel_tour,732.72,paypal,barcelona,resort,ejecutiva,excursión_en_bote,5,no,app_móvil,cancelada,1,8,temporada_baja,si,3,recomendado,183.18,122.12,51-60
U0863,60,femenino,españa,turista,R00863,2024-02-29,2024-08-15,311,1,1,solo_vuelo,1482.6,transferencia_bancaria,nueva_york,Sin alojamiento,ejecutiva,Sin actividad,1,si,sitio_web,pendiente,10,7,temporada_alta,si,4,excelente_viaje,1482.6,1482.6,60+
U0864,54,otro,india,turista,R00864,2024-06-05,2024-12-22,346,12,1,vuelo_hotel_tour,756.57,tarjeta_de_crédito,tokio,airbnb,ejecutiva,tour_en_bus,3,si,sitio_web,cancelada,12,5,temporada_alta,si,5,recomendado,756.57,63.05,51-60
U0865,59,masculino,uk,turista,R00865,2024-02-20,2024-10-04,363,7,4,vuelo_hotel_tour,1740.05,paypal,cancun,resort,ejecutiva,tour_en_bus,2,si,sitio_web,confirmada,1,2,temporada_baja,si,3,excelente_viaje,435.01,248.58,51-60
U0866,31,femenino,españa,turista,R00866,2024-02-04,2024-06-15,339,3,2,solo_vuelo,940.74,paypal,paris,Sin alojamiento,económica,Sin actividad,6,si,sitio_web,cancelada,12,2,temporada_alta,si,2,no_me_gustó_el_servicio,470.37,313.58,31-40
U0867,24,femenino,australia,turista,R00867,2024-02-13,2024-06-09,355,9,3,vuelo_hotel_tour,1723.83,transferencia_bancaria,paris,hotel,económica,Sin actividad,3,si,sitio_web,confirmada,10,4,temporada_alta,si,2,todo_bien,574.61,191.54,19-30
U0868,29,otro,uk,negocios,R00868,2024-09-04,2024-10-22,321,8,2,vuelo_hotel_tour,611.03,tarjeta_de_crédito,barcelona,hotel,primera_clase,city_tour,8,si,app_móvil,cancelada,3,5,temporada_alta,si,2,no_me_gustó_el_servicio,305.52,76.38,19-30
U0869,48,masculino,india,negocios,R00869,2024-02-06,2024-10-03,362,10,1,vuelo_hotel_tour,1106.6,transferencia_bancaria,cancun,hotel,primera_clase,tour_en_bus,6,no,app_móvil,cancelada,8,5,temporada_baja,no,3,problemas_con_la_reserva,1106.6,110.66,41-50
U0870,34,femenino,españa,turista,R00870,2024-06-04,2024-10-22,223,4,4,vuelo_hotel,325.0,transferencia_bancaria,barcelona,hotel,económica,Sin actividad,6,no,agente_de_viajes,pendiente,5,2,temporada_alta,si,4,recomendado,81.25,81.25,31-40
U0871,55,femenino,usa,turista,R00871,2024-04-19,2024-08-02,174,7,1,vuelo_hotel_tour,1412.25,transferencia_bancaria,londres,hotel,económica,tour_en_bus,5,si,sitio_web,cancelada,12,8,temporada_baja,si,4,recomendado,1412.25,201.75,51-60
U0872,60,femenino,uk,turista,R00872,2024-08-23,2024-12-14,364,11,1,vuelo_hotel_tour,215.96,tarjeta_de_crédito,londres,resort,económica,city_tour,7,no,app_móvil,confirmada,11,8,temporada_alta,si,1,no_me_gustó_el_servicio,215.96,19.63,60+
U0873,21,otro,usa,turista,R00873,2024-03-09,2024-10-01,318,4,1,solo_vuelo,173.7,transferencia_bancaria,cancun,Sin alojamiento,económica,Sin actividad,7,si,agente_de_viajes,cancelada,3,8,temporada_alta,si,3,no_me_gustó_el_servicio,173.7,43.42,19-30
U0874,63,otro,india,negocios,R00874,2024-08-20,2024-09-01,125,4,2,vuelo_hotel,1090.25,transferencia_bancaria,paris,hotel,primera_clase,Sin actividad,6,no,sitio_web,pendiente,6,2,temporada_alta,no,4,todo_bien,545.12,272.56,60+
U0875,36,masculino,india,negocios,R00875,2024-01-03,2024-06-18,282,1,2,solo_vuelo,763.15,paypal,cancun,Sin alojamiento,económica,Sin actividad,5,si,sitio_web,confirmada,3,4,temporada_alta,si,2,no_me_gustó_el_servicio,381.58,763.15,31-40
U0876,57,otro,mexico,turista,R00876,2024-05-29,2024-06-29,151,7,4,vuelo_hotel_tour,1775.06,tarjeta_de_crédito,tokio,resort,ejecutiva,excursión_en_bote,1,no,agente_de_viajes,pendiente,12,3,temporada_baja,no,2,no_me_gustó_el_servicio,443.76,253.58,51-60
U0877,49,femenino,usa,turista,R00877,2024-02-11,2024-04-29,198,13,2,vuelo_hotel_tour,1777.6,transferencia_bancaria,roma,resort,ejecutiva,tour_en_bus,2,no,agente_de_viajes,cancelada,12,7,temporada_baja,no,1,problemas_con_la_reserva,888.8,136.74,41-50
U0878,25,masculino,mexico,negocios,R00878,2024-07-18,2024-08-23,140,4,1,vuelo_hotel,546.46,tarjeta_de_crédito,londres,resort,primera_clase,Sin actividad,6,no,app_móvil,confirmada,9,12,temporada_baja,no,2,no_me_gustó_el_servicio,546.46,136.62,19-30
U0879,40,otro,australia,turista,R00879,2024-12-22,2024-12-27,265,8,2,vuelo_hotel_tour,1294.4,tarjeta_de_crédito,paris,hotel,ejecutiva,tour_en_bus,9,si,app_móvil,pendiente,12,7,temporada_alta,si,2,no_me_gustó_el_servicio,647.2,161.8,41-50
U0880,25,otro,india,turista,R00880,2024-04-10,2024-06-11,189,7,4,solo_vuelo,199.92,transferencia_bancaria,cancun,Sin alojamiento,ejecutiva,Sin actividad,1,no,sitio_web,cancelada,2,11,temporada_baja,si,2,no_me_gustó_el_servicio,49.98,28.56,19-30
U0881,47,otro,españa,negocios,R00881,2024-02-06,2024-12-04,302,8,1,solo_vuelo,1307.94,transferencia_bancaria,barcelona,Sin alojamiento,ejecutiva,Sin actividad,2,no,agente_de_viajes,cancelada,8,4,temporada_alta,si,1,no_me_gustó_el_servicio,1307.94,163.49,41-50
U0882,32,masculino,australia,negocios,R00882,2024-02-16,2024-10-22,104,3,4,vuelo_hotel,205.28,paypal,cancun,hotel,primera_clase,Sin actividad,6,no,app_móvil,pendiente,3,5,temporada_alta,si,5,excelente_viaje,51.32,68.43,31-40
U0883,28,femenino,australia,turista,R00883,2024-09-05,2024-10-25,310,1,1,vuelo_hotel,799.73,paypal,roma,hotel,económica,Sin actividad,6,no,agente_de_viajes,cancelada,10,4,temporada_baja,si,4,problemas_con_la_reserva,799.73,799.73,19-30
U0884,27,otro,australia,turista,R00884,2024-03-24,2024-05-20,192,10,4,vuelo_hotel_tour,873.43,tarjeta_de_crédito,tokio,airbnb,ejecutiva,city_tour,8,si,sitio_web,cancelada,7,1,temporada_baja,no,3,problemas_con_la_reserva,218.36,87.34,19-30
U0885,30,masculino,australia,turista,R00885,2024-03-22,2024-07-12,306,5,4,vuelo_hotel,1029.86,paypal,paris,hotel,ejecutiva,Sin actividad,5,no,app_móvil,cancelada,3,10,temporada_baja,si,5,todo_bien,257.46,205.97,31-40
U0886,63,otro,uk,negocios,R00886,2024-07-21,2024-10-12,192,3,4,vuelo_hotel_tour,473.79,transferencia_bancaria,roma,hotel,primera_clase,tour_en_bus,5,no,sitio_web,pendiente,2,2,temporada_baja,no,3,recomendado,118.45,157.93,60+
U0887,63,femenino,australia,turista,R00887,2024-01-13,2024-05-17,245,5,4,vuelo_hotel,788.42,tarjeta_de_crédito,barcelona,airbnb,económica,Sin actividad,3,si,app_móvil,cancelada,3,8,temporada_alta,si,5,Sin comentarios,197.1,157.68,60+
U0888,41,otro,australia,negocios,R00888,2024-02-08,2024-12-14,90,1,2,vuelo_hotel,1728.25,transferencia_bancaria,paris,resort,económica,Sin actividad,5,si,app_móvil,confirmada,3,7,temporada_baja,no,3,problemas_con_la_reserva,864.12,1728.25,41-50
U0889,42,femenino,mexico,negocios,R00889,2024-02-16,2024-04-16,119,1,1,vuelo_hotel,1642.37,paypal,paris,airbnb,económica,Sin actividad,2,no,sitio_web,cancelada,10,10,temporada_alta,si,1,no_me_gustó_el_servicio,1642.37,1642.37,41-50
U0890,46,masculino,australia,turista,R00890,2024-08-15,2024-09-07,257,2,1,vuelo_hotel_tour,1084.78,tarjeta_de_crédito,nueva_york,hotel,ejecutiva,excursión_en_bote,3,no,agente_de_viajes,cancelada,9,4,temporada_baja,si,4,Sin comentarios,1084.78,542.39,41-50
U0891,20,masculino,india,turista,R00891,2024-08-04,2024-09-09,253,4,2,vuelo_hotel,1491.77,tarjeta_de_crédito,barcelona,resort,económica,Sin actividad,4,si,app_móvil,confirmada,6,6,temporada_alta,no,4,recomendado,745.88,372.94,19-30
U0892,58,femenino,uk,turista,R00892,2024-08-02,2024-12-11,6,13,4,solo_vuelo,225.46,transferencia_bancaria,paris,Sin alojamiento,económica,Sin actividad,4,si,agente_de_viajes,cancelada,1,8,temporada_alta,si,1,problemas_con_la_reserva,56.36,17.34,51-60
U0893,41,masculino,alemania,turista,R00893,2024-05-26,2024-08-25,265,11,1,solo_vuelo,1648.69,tarjeta_de_crédito,roma,Sin alojamiento,económica,Sin actividad,3,si,app_móvil,pendiente,10,7,temporada_baja,no,5,recomendado,1648.69,149.88,41-50
U0894,48,femenino,mexico,turista,R00894,2024-04-23,2024-07-06,277,14,4,vuelo_hotel_tour,453.86,transferencia_bancaria,tokio,resort,ejecutiva,city_tour,3,si,app_móvil,confirmada,2,12,temporada_baja,no,4,recomendado,113.46,32.42,41-50
U0895,34,femenino,uk,turista,R00895,2024-07-26,2024-11-28,265,9,4,solo_vuelo,733.16,paypal,roma,Sin alojamiento,económica,Sin actividad,9,no,app_móvil,pendiente,8,5,temporada_alta,si,3,recomendado,183.29,81.46,31-40
U0896,59,masculino,australia,turista,R00896,2024-08-21,2024-11-07,149,13,1,solo_vuelo,1929.89,paypal,roma,Sin alojamiento,primera_clase,Sin actividad,8,si,app_móvil,cancelada,10,4,temporada_alta,si,1,problemas_con_la_reserva,1929.89,148.45,51-60
U0897,59,otro,mexico,negocios,R00897,2024-09-26,2024-10-28,7,11,4,solo_vuelo,1619.73,paypal,barcelona,Sin alojamiento,ejecutiva,Sin actividad,6,no,sitio_web,pendiente,6,1,temporada_baja,no,1,no_me_gustó_el_servicio,404.93,147.25,51-60
U0898,19,masculino,usa,turista,R00898,2024-01-05,2024-10-15,14,3,1,vuelo_hotel_tour,982.7,paypal,paris,resort,económica,tour_en_bus,6,no,agente_de_viajes,confirmada,1,4,temporada_baja,no,3,excelente_viaje,982.7,327.57,19-30
U0899,58,otro,india,turista,R00899,2024-01-31,2024-03-24,276,14,2,vuelo_hotel_tour,360.72,tarjeta_de_crédito,nueva_york,airbnb,ejecutiva,Sin actividad,9,si,app_móvil,pendiente,2,6,temporada_alta,no,1,no_me_gustó_el_servicio,180.36,25.77,51-60
U0900,23,otro,usa,turista,R00900,2024-03-01,2024-03-05,270,6,4,solo_vuelo,639.14,tarjeta_de_crédito,roma,Sin alojamiento,primera_clase,Sin actividad,1,no,app_móvil,cancelada,5,4,temporada_alta,si,5,todo_bien,159.78,106.52,19-30
U0901,55,femenino,mexico,turista,R00901,2024-10-12,2024-12-06,164,14,3,vuelo_hotel,1876.64,tarjeta_de_crédito,tokio,airbnb,económica,Sin actividad,9,si,app_móvil,pendiente,9,3,temporada_baja,no,3,no_me_gustó_el_servicio,625.55,134.05,51-60
U0902,37,masculino,uk,turista,R00902,2024-01-26,2024-04-28,43,9,3,vuelo_hotel_tour,902.79,paypal,roma,hotel,económica,Sin actividad,7,no,agente_de_viajes,confirmada,12,8,temporada_alta,no,1,problemas_con_la_reserva,300.93,100.31,31-40
U0903,36,masculino,españa,negocios,R00903,2024-03-11,2024-05-05,61,8,1,vuelo_hotel_tour,208.16,paypal,cancun,airbnb,primera_clase,city_tour,3,no,agente_de_viajes,cancelada,7,2,temporada_baja,no,4,recomendado,208.16,26.02,31-40
